engagement_id,client_name,client_industry,engagement_type,practice_area,region,start_date,end_date,duration_weeks,team_size,contracted_hours,actual_hours,scope_overrun_pct,avg_billing_rate_gbp,contracted_revenue_gbp,direct_cost_gbp,overhead_cost_gbp,total_cost_gbp,actual_cost_gbp,contracted_margin_gbp,contracted_margin_pct,actual_margin_gbp,actual_margin_pct,client_satisfaction_score,is_repeat_client
ENG-0217,Zenith Systems,Financial Services,Customer Experience,Operations & Supply Chain,Manchester,2024-07-27,2024-10-05,10,4,135.0,183.0,35.0,245.0,33151.0,16648.0,1660.0,18308.0,22800.0,14842.0,44.8,10351.0,31.2,5.8,0
ENG-0218,Zenith International,Telecommunications,Process Optimisation,Technology & Digital,London,2023-11-09,2023-12-21,6,2,41.0,49.0,18.8,275.0,11283.0,5470.0,717.0,6187.0,7000.0,5096.0,45.2,4283.0,38.0,6.7,1
ENG-0219,Ember Ltd,Retail & Consumer,Data Strategy,Strategy & Growth,Edinburgh,2023-02-10,2023-04-07,8,5,138.0,147.0,6.3,269.0,37250.0,19317.0,2444.0,21761.0,22720.0,15489.0,41.6,14530.0,39.0,9.2,1
ENG-0220,Astra Systems,Public Sector,Customer Experience,People & Organisation,Manchester,2024-08-15,2024-10-10,8,6,183.0,199.0,8.5,229.0,41966.0,21172.0,1992.0,23164.0,24548.0,18802.0,44.8,17418.0,41.5,8.8,0
ENG-0221,Cobalt Ltd,Retail & Consumer,Process Optimisation,Operations & Supply Chain,London,2024-05-26,2024-07-07,6,4,108.0,143.0,33.4,255.0,27366.0,14457.0,1328.0,15785.0,19472.0,11581.0,42.3,7894.0,28.8,4.7,0
ENG-0222,Vertex Ltd,Telecommunications,Customer Experience,People & Organisation,Bristol,2024-06-27,2024-11-14,20,5,372.0,405.0,8.9,218.0,80944.0,46509.0,4225.0,50733.0,53891.0,30211.0,37.3,27053.0,33.4,7.6,0
ENG-0223,Ironbridge Capital,Financial Services,Supply Chain Redesign,Technology & Digital,Birmingham,2023-08-25,2023-09-22,4,5,74.0,95.0,28.6,250.0,18435.0,9916.0,829.0,10744.0,12899.0,7691.0,41.7,5536.0,30.0,5.9,0
ENG-0224,Monarch Ltd,Retail & Consumer,Workforce Transformation,Operations & Supply Chain,Manchester,2024-07-22,2024-09-16,8,4,122.0,128.0,4.5,271.0,33141.0,16353.0,1754.0,18107.0,18680.0,15034.0,45.4,14461.0,43.6,9.6,0
ENG-0225,Ember Ltd,Financial Services,Strategic Review,Operations & Supply Chain,London,2023-05-18,2023-10-05,20,3,211.0,222.0,5.0,263.0,55612.0,31193.0,2807.0,34001.0,35186.0,21611.0,38.9,20426.0,36.7,7.2,0
ENG-0226,Zenith Solutions,Manufacturing,Workforce Transformation,Operations & Supply Chain,London,2024-09-22,2025-03-09,24,3,285.0,367.0,28.7,217.0,61854.0,34080.0,4465.0,38545.0,46275.0,23309.0,37.7,15578.0,25.2,5.9,0
ENG-0227,Ember Corp,Retail & Consumer,Digital Transformation,Technology & Digital,Birmingham,2023-09-10,2023-10-08,4,4,65.0,67.0,3.0,253.0,16558.0,8024.0,849.0,8873.0,9059.0,7686.0,46.4,7500.0,45.3,9.2,1
ENG-0228,Atlas Holdings,Energy & Utilities,Cost Reduction,People & Organisation,Manchester,2024-02-19,2024-04-15,8,6,169.0,169.0,0.0,233.0,39304.0,21266.0,2457.0,23723.0,23723.0,15581.0,39.6,15581.0,39.6,8.8,1
ENG-0229,Helix PLC,Manufacturing,Customer Experience,People & Organisation,London,2023-12-06,2024-01-17,6,4,97.0,112.0,15.6,223.0,21589.0,10789.0,1436.0,12225.0,13563.0,9365.0,43.4,8026.0,37.2,6.6,1
ENG-0230,Cobalt International,Healthcare & Pharma,Cost Reduction,Operations & Supply Chain,Bristol,2023-12-16,2024-02-10,8,3,87.0,87.0,0.0,240.0,20853.0,11142.0,894.0,12036.0,12036.0,8817.0,42.3,8817.0,42.3,8.5,0
ENG-0231,Crest Capital,Energy & Utilities,Process Optimisation,People & Organisation,Manchester,2023-09-02,2024-02-17,24,2,175.0,204.0,16.9,202.0,35293.0,18833.0,1856.0,20689.0,23141.0,14605.0,41.4,12153.0,34.4,5.8,0
ENG-0232,Vanguard Systems,Energy & Utilities,Strategic Review,Strategy & Growth,London,2024-01-02,2024-02-27,8,5,179.0,200.0,11.8,293.0,52459.0,28289.0,3746.0,32035.0,34671.0,20424.0,38.9,17788.0,33.9,7.6,0
ENG-0233,Cascade Enterprises,Telecommunications,Supply Chain Redesign,Strategy & Growth,Birmingham,2024-10-08,2024-12-31,12,2,88.0,101.0,14.9,280.0,24650.0,13525.0,1617.0,15143.0,16722.0,9507.0,38.6,7928.0,32.2,6.6,0
ENG-0234,Apex Capital,Healthcare & Pharma,Regulatory Compliance,People & Organisation,Manchester,2023-01-08,2023-08-20,32,4,523.0,523.0,0.0,231.0,120918.0,62377.0,6341.0,68717.0,68717.0,52201.0,43.2,52201.0,43.2,8.7,1
ENG-0235,Sterling Industries,Healthcare & Pharma,Regulatory Compliance,Operations & Supply Chain,Manchester,2023-02-28,2023-04-11,6,4,90.0,97.0,7.7,250.0,22552.0,12041.0,1150.0,13191.0,13904.0,9361.0,41.5,8648.0,38.3,8.2,0
ENG-0236,Vertex International,Energy & Utilities,Workforce Transformation,Technology & Digital,London,2023-06-19,2023-07-31,6,3,79.0,79.0,0.0,267.0,21220.0,10750.0,1345.0,12095.0,12095.0,9126.0,43.0,9126.0,43.0,7.0,0
ENG-0237,Horizon PLC,Public Sector,Supply Chain Redesign,Operations & Supply Chain,Bristol,2023-11-21,2024-02-13,12,3,130.0,130.0,0.0,244.0,31680.0,18378.0,2364.0,20742.0,20742.0,10938.0,34.5,10938.0,34.5,8.0,0
ENG-0238,Horizon Ltd,Manufacturing,Market Entry,People & Organisation,London,2024-08-05,2024-10-28,12,8,308.0,308.0,0.0,244.0,75056.0,40371.0,5576.0,45947.0,45947.0,29108.0,38.8,29108.0,38.8,8.6,1
ENG-0239,Ember Systems,Retail & Consumer,Data Strategy,People & Organisation,London,2024-02-14,2024-04-10,8,5,165.0,168.0,1.5,244.0,40328.0,21005.0,2514.0,23520.0,23773.0,16808.0,41.7,16555.0,41.1,7.9,0
ENG-0240,Crest Solutions,Financial Services,Digital Transformation,Technology & Digital,London,2023-08-31,2023-12-21,16,5,230.0,280.0,21.9,253.0,58233.0,30998.0,4327.0,35324.0,40732.0,22909.0,39.3,17501.0,30.1,6.4,0
ENG-0241,Helix Ltd,Manufacturing,Data Strategy,People & Organisation,Manchester,2024-02-15,2024-04-11,8,5,177.0,214.0,20.6,228.0,40461.0,21407.0,1918.0,23325.0,26692.0,17136.0,42.4,13770.0,34.0,6.6,0
ENG-0242,Pinnacle Ltd,Healthcare & Pharma,Workforce Transformation,Operations & Supply Chain,Edinburgh,2023-03-19,2023-10-29,32,4,407.0,407.0,0.0,247.0,100560.0,53850.0,5932.0,59782.0,59782.0,40778.0,40.6,40778.0,40.6,7.8,0
ENG-0243,Cascade Ltd,Energy & Utilities,Cost Reduction,Technology & Digital,London,2023-10-20,2023-12-15,8,6,206.0,206.0,0.0,244.0,50352.0,25986.0,3219.0,29205.0,29205.0,21147.0,42.0,21147.0,42.0,9.1,1
ENG-0244,Helix Ltd,Energy & Utilities,Digital Transformation,People & Organisation,Birmingham,2024-08-06,2025-01-21,24,4,384.0,384.0,0.0,259.0,99545.0,51037.0,4210.0,55247.0,55247.0,44298.0,44.5,44298.0,44.5,8.3,1
ENG-0245,Ironbridge Systems,Energy & Utilities,Supply Chain Redesign,Strategy & Growth,Manchester,2023-11-11,2024-01-06,8,10,225.0,225.0,0.0,321.0,72200.0,39885.0,4687.0,44573.0,44573.0,27627.0,38.3,27627.0,38.3,7.9,0
ENG-0246,Ironbridge Enterprises,Technology,Regulatory Compliance,Strategy & Growth,Manchester,2024-06-24,2024-09-02,10,5,198.0,273.0,37.6,303.0,60066.0,28255.0,3001.0,31256.0,39479.0,28810.0,48.0,20587.0,34.3,5.1,0
ENG-0247,Vertex Ltd,Manufacturing,Process Optimisation,Strategy & Growth,London,2023-01-19,2023-04-13,12,4,156.0,194.0,25.0,278.0,43303.0,24153.0,2540.0,26693.0,31362.0,16610.0,38.4,11940.0,27.6,5.5,0
ENG-0248,Crest Ltd,Financial Services,Strategic Review,Operations & Supply Chain,London,2024-05-19,2024-07-28,10,3,90.0,90.0,0.0,229.0,20468.0,11123.0,1238.0,12361.0,12361.0,8107.0,39.6,8107.0,39.6,9.5,1
ENG-0249,Cobalt Systems,Public Sector,Supply Chain Redesign,People & Organisation,London,2023-04-08,2023-08-26,20,3,262.0,284.0,8.3,215.0,56422.0,32099.0,4277.0,36376.0,38482.0,20046.0,35.5,17940.0,31.8,9.1,0
ENG-0250,Pinnacle International,Energy & Utilities,Customer Experience,Financial Advisory,Birmingham,2023-09-12,2023-11-07,8,3,67.0,74.0,11.3,314.0,20900.0,10450.0,851.0,11302.0,12196.0,9598.0,45.9,8703.0,41.6,7.9,1
ENG-0251,Cascade International,Public Sector,Strategic Review,People & Organisation,London,2024-08-27,2024-11-19,12,3,108.0,108.0,0.0,246.0,26517.0,14042.0,1307.0,15349.0,15349.0,11169.0,42.1,11169.0,42.1,7.7,0
ENG-0252,Cascade Group,Public Sector,Operating Model Design,Technology & Digital,Edinburgh,2024-07-05,2024-08-16,6,8,208.0,219.0,5.4,284.0,59079.0,31374.0,2811.0,34185.0,35484.0,24894.0,42.1,23595.0,39.9,8.7,1
ENG-0253,Nexus Enterprises,Healthcare & Pharma,Process Optimisation,Technology & Digital,London,2023-06-23,2023-10-13,16,5,234.0,236.0,0.7,230.0,53977.0,26324.0,3454.0,29778.0,29915.0,24199.0,44.8,24062.0,44.6,10.0,0
ENG-0254,Cobalt Solutions,Financial Services,Regulatory Compliance,Operations & Supply Chain,Manchester,2024-07-26,2024-09-06,6,3,79.0,79.0,0.0,255.0,20076.0,9157.0,1101.0,10258.0,10258.0,9819.0,48.9,9819.0,48.9,8.6,0
ENG-0255,Falcon Corp,Healthcare & Pharma,Workforce Transformation,Operations & Supply Chain,Edinburgh,2023-07-07,2023-11-24,20,4,329.0,354.0,7.8,224.0,73750.0,36431.0,4665.0,41096.0,43327.0,32654.0,44.3,30423.0,41.3,8.2,1
ENG-0256,Zenith Capital,Financial Services,M&A Due Diligence,Strategy & Growth,Bristol,2023-10-25,2024-01-17,12,2,94.0,94.0,0.0,294.0,27609.0,15274.0,1570.0,16844.0,16844.0,10765.0,39.0,10765.0,39.0,8.5,0
ENG-0257,Vertex Corp,Financial Services,Data Strategy,Strategy & Growth,Manchester,2024-05-20,2024-06-17,4,5,64.0,72.0,13.8,305.0,19392.0,10794.0,1314.0,12108.0,13275.0,7284.0,37.6,6117.0,31.5,7.7,1
ENG-0258,Apex Enterprises,Retail & Consumer,Operating Model Design,People & Organisation,Manchester,2024-03-05,2024-04-16,6,2,40.0,42.0,5.2,243.0,9599.0,4454.0,507.0,4961.0,5142.0,4638.0,48.3,4457.0,46.4,9.5,0
ENG-0259,Cascade Corp,Public Sector,Cost Reduction,Technology & Digital,Bristol,2024-01-08,2024-03-18,10,5,172.0,213.0,23.7,269.0,46249.0,24862.0,2381.0,27243.0,31765.0,19006.0,41.1,14485.0,31.3,7.5,0
ENG-0260,Crest Capital,Telecommunications,Process Optimisation,Technology & Digital,Birmingham,2023-01-04,2023-03-15,10,4,166.0,198.0,19.4,287.0,47427.0,21538.0,2942.0,24481.0,27801.0,22946.0,48.4,19625.0,41.4,8.6,0
ENG-0261,Ironbridge Systems,Manufacturing,Cost Reduction,People & Organisation,Edinburgh,2024-09-28,2024-11-23,8,3,95.0,102.0,8.4,218.0,20580.0,10509.0,1563.0,12071.0,12782.0,8508.0,41.3,7798.0,37.9,7.7,0
ENG-0262,Helix Group,Retail & Consumer,M&A Due Diligence,Financial Advisory,Edinburgh,2023-08-20,2023-11-12,12,3,145.0,182.0,25.2,241.0,35055.0,19975.0,2380.0,22355.0,26304.0,12700.0,36.2,8751.0,25.0,6.9,0
ENG-0263,Atlas Holdings,Energy & Utilities,M&A Due Diligence,People & Organisation,London,2024-01-20,2024-03-30,10,3,103.0,105.0,1.6,225.0,23260.0,12014.0,1769.0,13783.0,13933.0,9477.0,40.7,9327.0,40.1,8.0,0
ENG-0264,Ember Ltd,Retail & Consumer,Data Strategy,Technology & Digital,Manchester,2023-03-13,2023-06-05,12,5,208.0,232.0,11.8,277.0,57416.0,31295.0,3988.0,35283.0,38199.0,22133.0,38.5,19217.0,33.5,7.4,0
ENG-0265,Falcon Industries,Technology,Market Entry,Strategy & Growth,Manchester,2023-05-19,2023-09-08,16,4,241.0,322.0,33.6,280.0,67486.0,35289.0,4230.0,39520.0,48804.0,27966.0,41.4,18682.0,27.7,6.1,0
ENG-0266,Vertex Industries,Manufacturing,Process Optimisation,Operations & Supply Chain,London,2023-12-22,2024-03-01,10,4,175.0,196.0,11.8,200.0,34973.0,19315.0,2813.0,22129.0,23962.0,12844.0,36.7,11011.0,31.5,8.1,0
ENG-0267,Crest Ltd,Healthcare & Pharma,Workforce Transformation,Strategy & Growth,London,2023-10-04,2024-02-21,20,6,429.0,429.0,0.0,294.0,126007.0,69015.0,6857.0,75872.0,75872.0,50136.0,39.8,50136.0,39.8,10.0,1
ENG-0268,Nexus Capital,Manufacturing,Data Strategy,Financial Advisory,London,2024-04-20,2024-06-15,8,8,203.0,241.0,18.7,272.0,55326.0,29978.0,2872.0,32850.0,37141.0,22477.0,40.6,18185.0,32.9,6.2,1
ENG-0269,Zenith Group,Telecommunications,Regulatory Compliance,People & Organisation,Birmingham,2024-05-23,2024-07-04,6,5,101.0,103.0,2.0,189.0,19058.0,9833.0,1415.0,11248.0,11406.0,7810.0,41.0,7653.0,40.2,7.6,0
ENG-0270,Vanguard Corp,Retail & Consumer,Supply Chain Redesign,Strategy & Growth,Birmingham,2023-09-01,2024-04-12,32,6,796.0,945.0,18.6,294.0,234066.0,117497.0,10713.0,128210.0,144935.0,105856.0,45.2,89131.0,38.1,7.5,0
ENG-0271,Sentinel Partners,Technology,Regulatory Compliance,Operations & Supply Chain,Manchester,2024-02-28,2024-03-27,4,4,57.0,69.0,20.8,227.0,12976.0,6785.0,691.0,7476.0,8567.0,5499.0,42.4,4409.0,34.0,6.7,1
ENG-0272,Sterling Corp,Retail & Consumer,Cost Reduction,Technology & Digital,Bristol,2023-12-24,2024-05-12,20,5,332.0,355.0,7.1,260.0,86147.0,48502.0,7091.0,55592.0,58353.0,30554.0,35.5,27794.0,32.3,6.8,0
ENG-0273,Meridian Systems,Healthcare & Pharma,Strategic Review,Operations & Supply Chain,Edinburgh,2024-07-27,2024-11-16,16,2,140.0,150.0,7.4,243.0,33960.0,17123.0,1605.0,18727.0,19692.0,15233.0,44.9,14269.0,42.0,9.6,1
ENG-0274,Cascade Group,Retail & Consumer,M&A Due Diligence,Operations & Supply Chain,Edinburgh,2023-02-01,2023-04-12,10,2,73.0,76.0,3.8,250.0,18308.0,9342.0,1025.0,10367.0,10646.0,7940.0,43.4,7662.0,41.8,8.1,1
ENG-0275,Meridian Solutions,Technology,Data Strategy,Operations & Supply Chain,Manchester,2023-07-28,2024-03-08,32,6,758.0,758.0,0.0,236.0,178914.0,95356.0,9289.0,104645.0,104645.0,74270.0,41.5,74270.0,41.5,7.2,1
ENG-0276,Sentinel PLC,Energy & Utilities,Data Strategy,Strategy & Growth,Birmingham,2023-01-21,2023-06-10,20,8,491.0,558.0,13.6,278.0,136571.0,67933.0,7924.0,75858.0,83098.0,60713.0,44.5,53472.0,39.2,6.5,1
ENG-0277,Vanguard Partners,Public Sector,Regulatory Compliance,Technology & Digital,Birmingham,2024-03-25,2024-08-12,20,10,615.0,740.0,20.2,280.0,172331.0,93271.0,9873.0,103144.0,117735.0,69186.0,40.1,54596.0,31.7,5.4,0
ENG-0278,Nexus Holdings,Manufacturing,Cost Reduction,Financial Advisory,Edinburgh,2024-02-18,2024-04-14,8,3,67.0,71.0,6.0,257.0,17270.0,8702.0,1065.0,9767.0,10176.0,7503.0,43.4,7094.0,41.1,7.7,0
ENG-0279,Helix Ltd,Healthcare & Pharma,Process Optimisation,People & Organisation,London,2024-06-01,2025-01-11,32,3,310.0,327.0,5.5,224.0,69539.0,36924.0,4811.0,41735.0,43338.0,27804.0,40.0,26201.0,37.7,9.6,0
ENG-0280,Sentinel Systems,Healthcare & Pharma,Process Optimisation,Strategy & Growth,Edinburgh,2023-01-10,2023-05-30,20,6,353.0,353.0,0.0,250.0,88293.0,47693.0,7117.0,54810.0,54810.0,33483.0,37.9,33483.0,37.9,6.6,1
ENG-0281,Monarch Systems,Retail & Consumer,Digital Transformation,Strategy & Growth,London,2023-09-02,2023-12-23,16,4,183.0,183.0,0.0,300.0,55025.0,28578.0,3117.0,31695.0,31695.0,23329.0,42.4,23329.0,42.4,7.7,0
ENG-0282,Vanguard PLC,Retail & Consumer,Digital Transformation,Technology & Digital,Bristol,2024-06-27,2024-08-22,8,8,209.0,211.0,0.6,282.0,59038.0,29433.0,3176.0,32609.0,32742.0,26429.0,44.8,26296.0,44.5,9.1,0
ENG-0283,Pinnacle Group,Technology,Market Entry,Financial Advisory,Birmingham,2024-08-22,2024-09-19,4,4,67.0,85.0,26.3,266.0,17869.0,9428.0,989.0,10417.0,12332.0,7453.0,41.7,5537.0,31.0,7.5,1
ENG-0284,Vanguard Ltd,Healthcare & Pharma,Workforce Transformation,Operations & Supply Chain,Birmingham,2023-11-06,2024-01-01,8,6,181.0,238.0,31.6,231.0,41746.0,21777.0,2444.0,24221.0,29571.0,17525.0,42.0,12176.0,29.2,5.3,1
ENG-0285,Helix Holdings,Financial Services,Cost Reduction,Strategy & Growth,Birmingham,2024-08-31,2024-10-12,6,8,153.0,155.0,1.5,274.0,41953.0,20758.0,2194.0,22952.0,23188.0,19001.0,45.3,18765.0,44.7,8.5,0
ENG-0286,Falcon Holdings,Financial Services,M&A Due Diligence,People & Organisation,London,2024-06-09,2024-07-21,6,2,49.0,62.0,25.9,252.0,12386.0,6733.0,584.0,7317.0,8642.0,5069.0,40.9,3744.0,30.2,5.8,1
ENG-0287,Zenith Ltd,Retail & Consumer,Supply Chain Redesign,Financial Advisory,Manchester,2024-01-05,2024-03-29,12,10,461.0,480.0,4.2,297.0,137010.0,68225.0,6303.0,74529.0,76725.0,62482.0,45.6,60285.0,44.0,8.6,1
ENG-0288,Cobalt Corp,Retail & Consumer,Workforce Transformation,Technology & Digital,Manchester,2023-12-15,2024-03-08,12,5,247.0,247.0,0.0,237.0,58600.0,29339.0,4027.0,33366.0,33366.0,25234.0,43.1,25234.0,43.1,8.9,0
ENG-0289,Horizon Corp,Retail & Consumer,Operating Model Design,Financial Advisory,Edinburgh,2024-09-14,2025-02-01,20,2,124.0,130.0,5.1,302.0,37331.0,19845.0,2945.0,22791.0,23599.0,14541.0,38.9,13732.0,36.8,7.4,0
ENG-0290,Ember Enterprises,Healthcare & Pharma,Customer Experience,People & Organisation,London,2024-08-02,2024-11-22,16,6,270.0,306.0,13.4,239.0,64390.0,31562.0,2786.0,34348.0,37566.0,30043.0,46.7,26824.0,41.7,7.1,1
ENG-0291,Astra Systems,Energy & Utilities,Data Strategy,Financial Advisory,Birmingham,2024-01-18,2024-02-29,6,6,135.0,153.0,12.8,278.0,37613.0,19641.0,2032.0,21673.0,23620.0,15940.0,42.4,13993.0,37.2,7.8,0
ENG-0292,Falcon Ltd,Retail & Consumer,Operating Model Design,Strategy & Growth,London,2023-05-31,2023-10-18,20,4,256.0,256.0,0.0,246.0,62841.0,34380.0,4606.0,38985.0,38985.0,23856.0,38.0,23856.0,38.0,7.9,1
ENG-0293,Sentinel PLC,Energy & Utilities,Market Entry,Technology & Digital,Birmingham,2023-08-30,2023-10-25,8,2,50.0,57.0,14.1,279.0,13855.0,6640.0,812.0,7452.0,8186.0,6403.0,46.2,5669.0,40.9,6.9,0
ENG-0294,Monarch Solutions,Technology,Supply Chain Redesign,Operations & Supply Chain,Manchester,2023-06-10,2023-09-02,12,4,171.0,200.0,17.4,214.0,36514.0,19457.0,2668.0,22126.0,24821.0,14389.0,39.4,11693.0,32.0,8.1,0
ENG-0295,Falcon Holdings,Retail & Consumer,Regulatory Compliance,Strategy & Growth,Edinburgh,2024-02-22,2024-05-02,10,8,323.0,349.0,8.2,239.0,77173.0,37329.0,4250.0,41580.0,43967.0,35593.0,46.1,33206.0,43.0,8.4,1
ENG-0296,Apex Partners,Healthcare & Pharma,Digital Transformation,Financial Advisory,Edinburgh,2023-07-11,2023-10-31,16,6,321.0,321.0,0.0,261.0,83667.0,45423.0,5437.0,50860.0,50860.0,32807.0,39.2,32807.0,39.2,7.8,1
ENG-0297,Helix PLC,Retail & Consumer,Workforce Transformation,Operations & Supply Chain,London,2023-12-18,2024-05-06,20,2,133.0,156.0,17.6,231.0,30611.0,15631.0,2171.0,17802.0,19993.0,12809.0,41.8,10618.0,34.7,5.6,1
ENG-0298,Sentinel Capital,Manufacturing,Customer Experience,Operations & Supply Chain,Birmingham,2023-02-13,2023-06-05,16,6,392.0,442.0,12.7,240.0,94134.0,46064.0,5185.0,51249.0,55807.0,42885.0,45.6,38327.0,40.7,7.4,0
ENG-0299,Nexus Partners,Manufacturing,Process Optimisation,Strategy & Growth,Birmingham,2023-04-19,2023-08-09,16,2,138.0,138.0,0.0,293.0,40441.0,23144.0,2323.0,25467.0,25467.0,14974.0,37.0,14974.0,37.0,8.7,0
ENG-0300,Apex Group,Energy & Utilities,Customer Experience,Operations & Supply Chain,Manchester,2024-05-25,2024-06-22,4,2,25.0,26.0,3.8,238.0,6035.0,3233.0,455.0,3688.0,3787.0,2347.0,38.9,2248.0,37.3,8.1,1
ENG-0301,Falcon Group,Manufacturing,Supply Chain Redesign,Technology & Digital,London,2023-01-20,2023-03-03,6,2,37.0,44.0,17.0,270.0,10078.0,5267.0,497.0,5764.0,6449.0,4314.0,42.8,3629.0,36.0,7.7,0
ENG-0302,Sterling Corp,Financial Services,Strategic Review,Strategy & Growth,Edinburgh,2024-01-21,2024-03-31,10,6,256.0,279.0,9.0,265.0,68007.0,34072.0,4195.0,38267.0,40677.0,29740.0,43.7,27330.0,40.2,8.8,0
ENG-0303,Atlas Partners,Technology,Strategic Review,Technology & Digital,Birmingham,2024-01-27,2024-06-15,20,6,352.0,427.0,21.5,300.0,105371.0,52535.0,6064.0,58599.0,67428.0,46771.0,44.4,37943.0,36.0,6.9,0
ENG-0304,Pinnacle Solutions,Financial Services,Workforce Transformation,Financial Advisory,Birmingham,2023-11-12,2023-12-24,6,4,91.0,115.0,25.6,249.0,22718.0,12468.0,1123.0,13590.0,16027.0,9127.0,40.2,6690.0,29.4,5.6,0
ENG-0305,Falcon Holdings,Manufacturing,Cost Reduction,Technology & Digital,Birmingham,2023-08-12,2023-10-07,8,2,60.0,65.0,7.1,265.0,15993.0,8317.0,1232.0,9549.0,10023.0,6444.0,40.3,5970.0,37.3,8.1,1
ENG-0306,Nexus Group,Energy & Utilities,Workforce Transformation,Financial Advisory,London,2023-01-30,2023-04-24,12,3,111.0,126.0,13.1,261.0,29024.0,13766.0,2000.0,15767.0,17211.0,13258.0,45.7,11814.0,40.7,6.0,0
ENG-0307,Falcon Corp,Technology,Digital Transformation,Strategy & Growth,Bristol,2023-05-04,2023-09-21,20,10,597.0,704.0,17.9,230.0,137317.0,76352.0,9535.0,85888.0,96638.0,51430.0,37.5,40679.0,29.6,6.4,1
ENG-0308,Horizon Solutions,Telecommunications,Workforce Transformation,Operations & Supply Chain,London,2024-01-14,2024-02-25,6,8,142.0,146.0,3.0,223.0,31598.0,16674.0,2311.0,18984.0,19385.0,12613.0,39.9,12213.0,38.7,7.6,0
ENG-0309,Zenith Solutions,Retail & Consumer,Market Entry,Technology & Digital,London,2023-05-27,2023-08-19,12,2,96.0,97.0,1.4,271.0,25956.0,13092.0,1723.0,14815.0,14958.0,11141.0,42.9,10998.0,42.4,8.0,0
ENG-0310,Atlas Holdings,Energy & Utilities,Supply Chain Redesign,Strategy & Growth,London,2024-06-07,2024-08-30,12,2,100.0,100.0,0.0,279.0,27763.0,14555.0,1364.0,15919.0,15919.0,11843.0,42.7,11843.0,42.7,7.9,0
ENG-0311,Zenith International,Retail & Consumer,Workforce Transformation,Technology & Digital,London,2024-10-01,2024-11-12,6,6,104.0,108.0,4.4,248.0,25723.0,11767.0,954.0,12722.0,13113.0,13001.0,50.5,12610.0,49.0,7.7,1
ENG-0312,Apex Enterprises,Energy & Utilities,Data Strategy,Financial Advisory,Birmingham,2024-06-13,2024-11-28,24,2,141.0,166.0,17.6,257.0,36302.0,19411.0,1900.0,21311.0,23938.0,14992.0,41.3,12365.0,34.1,5.7,0
ENG-0313,Helix Solutions,Energy & Utilities,Operating Model Design,Technology & Digital,London,2023-08-12,2023-09-23,6,5,116.0,131.0,12.8,268.0,31077.0,15791.0,1405.0,17196.0,18742.0,13881.0,44.7,12335.0,39.7,8.1,1
ENG-0314,Sentinel Systems,Manufacturing,Operating Model Design,Technology & Digital,Manchester,2023-01-19,2023-03-16,8,6,204.0,220.0,8.2,243.0,49479.0,26673.0,3959.0,30632.0,32384.0,18847.0,38.1,17095.0,34.5,7.4,0
ENG-0315,Meridian Partners,Manufacturing,Workforce Transformation,Operations & Supply Chain,Manchester,2023-08-23,2023-11-15,12,3,147.0,187.0,27.3,243.0,35662.0,18277.0,2177.0,20454.0,24367.0,15208.0,42.6,11295.0,31.7,6.0,0
ENG-0316,Vertex Ltd,Manufacturing,Customer Experience,Strategy & Growth,London,2023-06-25,2023-09-03,10,5,146.0,146.0,0.0,304.0,44376.0,24481.0,2854.0,27335.0,27335.0,17041.0,38.4,17041.0,38.4,8.1,1
ENG-0317,Nexus Corp,Healthcare & Pharma,Customer Experience,Operations & Supply Chain,Edinburgh,2023-12-28,2024-04-18,16,5,221.0,235.0,6.0,242.0,53607.0,26313.0,3275.0,29588.0,30832.0,24019.0,44.8,22775.0,42.5,7.9,0
ENG-0318,Falcon Solutions,Retail & Consumer,Regulatory Compliance,Technology & Digital,Bristol,2024-01-17,2024-03-27,10,4,154.0,177.0,14.9,235.0,36329.0,19467.0,2130.0,21597.0,23844.0,14733.0,40.6,12485.0,34.4,6.3,0
ENG-0319,Apex Systems,Technology,M&A Due Diligence,Financial Advisory,Edinburgh,2023-03-02,2023-05-11,10,3,89.0,103.0,16.2,274.0,24345.0,13102.0,1192.0,14293.0,15915.0,10051.0,41.3,8430.0,34.6,6.9,0
ENG-0320,Pinnacle Corp,Financial Services,Process Optimisation,Technology & Digital,London,2023-09-28,2023-10-26,4,6,68.0,71.0,3.5,263.0,17931.0,8957.0,816.0,9773.0,10015.0,8158.0,45.5,7916.0,44.1,8.9,0
ENG-0321,Vanguard Group,Technology,Process Optimisation,People & Organisation,London,2024-03-25,2024-06-17,12,4,182.0,255.0,39.8,221.0,40261.0,23060.0,3024.0,26084.0,33345.0,14177.0,35.2,6915.0,17.2,5.2,0
ENG-0322,Nexus Partners,Public Sector,Supply Chain Redesign,Strategy & Growth,Manchester,2024-08-19,2024-12-09,16,4,233.0,261.0,11.9,283.0,65983.0,34445.0,4901.0,39346.0,42615.0,26638.0,40.4,23369.0,35.4,7.0,0
ENG-0323,Cascade Holdings,Financial Services,Process Optimisation,Financial Advisory,London,2023-01-21,2023-04-01,10,4,120.0,138.0,15.2,289.0,34588.0,17657.0,1687.0,19343.0,21399.0,15245.0,44.1,13190.0,38.1,8.5,0
ENG-0324,Astra Holdings,Healthcare & Pharma,Supply Chain Redesign,Technology & Digital,Manchester,2024-09-11,2024-11-06,8,4,109.0,118.0,8.4,257.0,28003.0,13532.0,1810.0,15342.0,16245.0,12661.0,45.2,11759.0,42.0,8.1,0
